item_name,main_category,sub_category,unit_buying_price,unit_selling_price,unit_price_margin,quantity,revenue,profit
Coca Cola 2For 4.50,Beverages,Soda,3.0,4.5,1.5,14.0,63.0,21.0
Coca Cola 375Ml,Beverages,Soda,0.7199999999999995,2.0,1.2800000000000007,64.0,128.0,81.92000000000004
Coca Cola Zero 375Ml,Beverages,Soda,0.7199999999999996,2.0,1.2800000000000007,56.0,112.0,71.68000000000004
Cocktail Potatoes,Fresh Produce,Potatoes,1.5,3.9899999999999554,2.490000000000008,373.5620000000001,1490.5123799999988,930.1693799999995
Coconut,Fresh Produce,Other Vegies,2.0,3.0,1.0,270.0,810.0,270.0
Coconut Drink,Beverages,Fruit Juice,0.8999999999999991,1.5,0.6000000000000005,63.0,94.5,37.800000000000026
Coconut Fine 500G,Pantry Staples,Coconut Products,3.0,3.9900000000000064,0.9899999999999981,138.0,550.6200000000009,136.61999999999983
Coconut Oil 300Ml Serendib,Pantry Staples,Oil,2.5,4.5,2.0,4.0,18.0,8.0
Coconut Sambol Red La,Pantry Staples,Coconut Products,3.45,4.3999999999999995,0.95,10.0,43.99999999999999,9.5
Coconut Sambol Veg La,Pantry Staples,Coconut Products,3.100000000000001,3.99,0.8900000000000002,21.0,83.79,18.690000000000005
Coconut Shreded 500G,Pantry Staples,Coconut Products,3.0,3.990000000000006,0.9899999999999981,117.0,466.8300000000007,115.82999999999979
Coconut Treacle 750Ml Der,Beverages,Fruit Juice,5.7,7.5,1.8,1.0,7.5,1.8
Colavita Olive Oil 500Ml,Pantry Staples,Oil,5.0,6.490000000000002,1.4900000000000002,34.0,220.66000000000008,50.66000000000001
Continental Cucumber 2For 2.40,Fresh Produce,Deals,0.0,2.4000000000000012,2.4000000000000012,39.0,93.60000000000005,93.60000000000005
Continental Cucumber Bulk,Fresh Produce,Cucumbers,0.0,3.6272727270000007,3.6272727270000007,11.242,40.77779999693399,40.77779999693399
Continental Grissini 350G,Breads & Bakery,Packaged,2.919999999999997,3.9900000000000073,1.0699999999999952,223.0,889.7700000000017,238.60999999999893
Continental Rusk 230G,Breads & Bakery,Packaed,2.0,3.0,1.0,206.0,618.0,206.0
Cookies Biscuit,Snacks,Biscuits,1.5,2.9900000000000015,1.4899999999999993,22.0,65.78000000000003,32.77999999999999
Cooking Banana,Fresh Produce,Asian Vegies,3.5,6.990000000000005,3.4900000000000007,38.295999999999985,267.68904000000003,133.65304000000003
Cooking Papaya,Fresh Produce,Asian Vegies,3.5,3.9900000000000047,0.48999999999999966,68.10199999999999,271.7269799999999,33.369980000000005
Cooking Sauce,Pantry Staples,Condiments,1.2999999999999998,1.9900000000000027,0.6899999999999988,124.0,246.76000000000028,85.55999999999986
Coriader Whole 250G,Pantry Staples,Spices,1.9499999999999995,3.9900000000000015,2.0399999999999996,15.0,59.85000000000002,30.59999999999999
Coriander,Fresh Produce,Herbs,0.0,1.9899999999998483,1.9899999999998483,4105.0,8168.949999999436,8168.949999999436
Coriander Seed 500G,Pantry Staples,Spices,2.75,3.990000000000001,1.24,10.0,39.90000000000001,12.4
Coriander Seeds 100G,Pantry Staples,Spices,1.2199999999999995,2.9899999999999993,1.7700000000000011,34.0,101.65999999999998,60.180000000000035
Coriender Powder 200G,Pantry Staples,Spices,1.3499999999999992,4.490000000000004,3.1399999999999952,65.0,291.85000000000025,204.09999999999968
Corn 3 For 2,Fresh Produce,Deals,0.8000000000000078,2.0,1.2000000000000082,645.0,1290.0,774.0000000000048
Corn Flour White 500G,Pantry Staples,Flour,1.3999999999999995,2.399999999999999,1.0,26.0,62.39999999999998,26.0
Corriander Ground 200G,Pantry Staples,Spices,2.7999999999999985,4.489999999999998,1.6899999999999995,28.0,125.71999999999996,47.319999999999986
Cous Cous 500G,Pantry Staples,Grains And Pulses,1.9399999999999984,2.990000000000003,1.0499999999999985,75.0,224.2500000000002,78.74999999999989
Cous Cous Pearl 300G,Pantry Staples,Grains And Pulses,1.9399999999999988,2.989999999999999,1.0499999999999998,38.0,113.61999999999996,39.89999999999999
Cous Cous Wholemeal 450G,Pantry Staples,Grains And Pulses,1.9399999999999993,2.99,1.0500000000000005,28.0,83.72,29.400000000000013
Cranberries 500G,Snacks,Dry Fruits And Nuts,5.0,5.9900000000000055,0.9900000000000005,58.0,347.4200000000003,57.42000000000002
Cream Cracker Mun,Snacks,Biscuits,0.899999999999999,1.4899999999999982,0.5900000000000007,78.0,116.21999999999986,46.020000000000074
Cream Cracker Munc 400G,Snacks,Biscuits,2.0,3.9900000000000015,1.9899999999999995,13.0,51.87000000000001,25.869999999999994
Cream Cracker190G,Snacks,Biscuits,0.9499999999999988,1.3545454549999951,0.4045454549999994,195.0,264.13636372499906,78.88636372499998
Cream Soda 2L,Beverages,Soda,3.1500000000000004,4.5,1.3500000000000005,27.0,121.5,36.45000000000002
Cream Soda Elp 330Ml,Beverages,Soda,0.9,1.627272727,0.727272727,3.0,4.881818181,2.181818181
Crimson Grapes,Fresh Produce,Grapes,0.0,4.989999999999823,4.989999999999823,1710.3520000000012,8534.656479999992,8534.656479999992
Crimson Snow Apples,Fresh Produce,Apples,0.0,3.4900000000000007,3.4900000000000007,4.656,16.24944,16.24944
Croutouns,Breads & Bakery,Packaged,0.0,3.95,3.95,2.0,7.9,7.9
Crystallized Ginger 250G,Snacks,Dry Fruits And Nuts,3.55,4.6899999999999995,1.1400000000000001,10.0,46.9,11.4
Cucumber Continental,Fresh Produce,Cucumbers,0.0,1.5,1.5,5720.0,8580.0,8580.0
Cucumber Lebanese,Fresh Produce,Cucumbers,0.0,4.990000000000592,4.990000000000592,2476.144000000004,12355.958559999992,12355.958559999992
Cumin Ground 200G,Pantry Staples,Spices,2.1999999999999997,3.9900000000000015,1.7899999999999994,12.0,47.88000000000002,21.479999999999993
Cumin Ground 50G,Pantry Staples,Spices,1.1999999999999995,2.5,1.3000000000000005,24.0,60.0,31.20000000000001
Cumin Powder 100G,Pantry Staples,Spices,0.0,2.99,2.99,1.0,2.99,2.99
Cumin Seed 100G,Pantry Staples,Spices,1.3700000000000014,2.9900000000000033,1.6200000000000017,83.0,248.17000000000021,134.46000000000012
Cup Mushroom 250G,Fresh Produce,Mushrooms,0.0,3.0,3.0,31.0,93.0,93.0
Curry Leaves,Fresh Produce,Herbs,0.0,2.0,2.0,1143.0,2286.0,2286.0
Curry Powder250G Kandyan,Pantry Staples,Sauces,2.0,3.9900000000000007,1.9899999999999998,21.0,83.79000000000002,41.78999999999999
Custard Apple,Fresh Produce,Tropical Fruits,0.0,10.989999999999927,10.989999999999927,159.01200000000006,1747.541879999999,1747.541879999999
D'Anjou Pear,Fresh Produce,Pears,0.0,3.5,3.5,27.554000000000002,96.43900000000004,96.43900000000004
Daawat 20Kg,Pantry Staples,Rice,31.0,40.0,9.0,4.0,160.0,36.0
Daawat Biriyani Rice 5Kg,Pantry Staples,Rice,17.5,22.0,4.5,14.0,308.0,63.0
Daawat Everyday5Kg,Pantry Staples,Rice,9.25,12.0,2.75,286.0,3432.0,786.5
Daawat Super Basmathi 6.5Kg,Pantry Staples,Rice,17.5,22.5,5.0,5.0,112.5,25.0
Daisy Mandarines,Fresh Produce,Citrus Fruits,1.5,4.990000000000002,3.4899999999999993,29.266000000000005,146.03734,102.13834000000003
Dapple Dandy Plum,Fresh Produce,Stonefruits,0.0,3.0,3.0,178.5559999999999,535.6680000000002,535.6680000000002
Dark Red Kidney 500G,Pantry Staples,Grains And Pulses,2.2000000000000006,2.990000000000002,0.7899999999999994,66.0,197.34000000000017,52.13999999999996
Date Coconut Roll 340G,Snacks,Packaged Snacks,2.0,7.5,5.5,24.0,180.0,132.0
Date Crown Lulu 500G,Snacks,Packaged Snacks,4.5,5.990000000000006,1.4899999999999987,94.0,563.0600000000006,140.0599999999999
Dawaat Traditional Rice 5Kg,Pantry Staples,Rice,15.0,17.99,2.99,2.0,35.98,5.98
Dearana Kohila Dalu Curry 350G,Pantry Staples,Sauces,3.700000000000002,4.989999999999998,1.2899999999999994,29.0,144.71,37.40999999999999
Dearana Kooni Sambol 275G,Pantry Staples,Spices,4.900000000000002,6.990000000000001,2.090000000000001,24.0,167.76000000000002,50.160000000000025
Dearana Special Pappadam 100G,Pantry Staples,Dry,1.25,1.9899999999999989,0.7399999999999993,53.0,105.46999999999996,39.21999999999999
Delites Seasalt & Balvin,Snacks,Packaged Snacks,1.2600000000000005,1.99,0.7300000000000002,23.0,45.76999999999999,16.790000000000006
Delmage Jack Ma 425G,Pantry Staples,Canned Fish,3.5,4.5,1.0,20.0,90.0,20.0
Delmage Jack Mackerel 400G,Pantry Staples,Canned Fish,3.75,4.75,1.0,40.0,190.0,40.0
Delmage Soyameat Curry,Pantry Staples,Canned Food,1.0,1.9900000000000035,0.9899999999999979,191.0,380.09000000000043,189.08999999999992
Delmage Soyameat Mutton 90G,Pantry Staples,Canned Food,1.0,1.9900000000000033,0.9899999999999978,196.0,390.0400000000003,194.04
Delmage Tea Pouch 200G,Beverages,Tea,3.75,3.75,0.0,7.0,26.25,0.0
Derana Ambulthiyal Mix 350G,Snacks,Packaged Snacks,3.1999999999999997,3.9900000000000015,0.7900000000000001,11.0,43.890000000000015,8.690000000000001
Derana Anguluwa Dried Fish 200G,Pantry Staples,Condiments,3.75,4.75,1.0,19.0,90.25,19.0
Derana Basmathi 10Kg,Pantry Staples,Rice,22.5,29.0,6.5,6.0,174.0,39.0
Derana Basmathi 5Kg,Pantry Staples,Rice,11.35000000000001,14.799999999999988,3.449999999999998,55.0,813.9999999999994,189.7499999999999
Derana Bbq Sauce 350Ml,Pantry Staples,Sauces,2.4,3.99,1.59,1.0,3.99,1.59
Derana Beef Curry Mix 375G,Pantry Staples,Spices,2.899999999999999,4.99,2.09,16.0,79.83999999999999,33.44
Derana Bite Mixture 200G,Snacks,Packaged Snacks,1.9500000000000008,2.4900000000000007,0.5399999999999996,29.0,72.21000000000002,15.65999999999999
Derana Bite Mixture Dhal 200G,Snacks,Packaged Snacks,1.799999999999999,2.5,0.6999999999999996,34.0,85.0,23.799999999999986
Derana Buriyani Mix 375G,Pantry Staples,Spices,3.4000000000000026,4.990000000000003,1.5900000000000019,47.0,234.5300000000001,74.73000000000008
Derana Cashew Curry 340G,Pantry Staples,Sauce,5.949999999999994,7.9900000000000055,2.040000000000002,55.0,439.4500000000003,112.20000000000013
Derana Chicken Curry Mix 375G,Pantry Staples,Spices,3.400000000000003,4.990000000000004,1.590000000000002,58.0,289.4200000000002,92.22000000000011
Derana Chilli Paste 350G,Pantry Staples,Spices,4.449999999999993,6.990000000000006,2.5399999999999974,98.0,685.0200000000007,248.91999999999976
Derana Chilli Pieces 250G,Pantry Staples,Spices,1.9500000000000004,2.5900000000000016,0.6400000000000002,23.0,59.570000000000036,14.720000000000004
Derana Chilli Pieces 500G,Pantry Staples,Spices,3.899999999999999,5.1,1.1999999999999997,16.0,81.6,19.199999999999996
Derana Chilli Powder 250G,Pantry Staples,Spices,1.9500000000000008,2.590000000000002,0.6400000000000002,29.0,75.11000000000006,18.560000000000006
Derana Chilli Powder 500G,Pantry Staples,Spices,3.9000000000000026,5.099999999999996,1.2000000000000006,39.0,198.89999999999986,46.800000000000026
Derana Chilli Sauce 350Ml,Pantry Staples,Sauces,2.4,3.5,1.1,1.0,3.5,1.1
Derana Cinnamon Quills 50G,Pantry Staples,Spices,2.25,3.4900000000000024,1.2399999999999998,61.0,212.89000000000016,75.63999999999999
Derana Coconut Cream 400Ml,Pantry Staples,Coconut Products,1.6,2.2000000000000015,0.6000000000000004,44.0,96.80000000000007,26.40000000000002
Derana Coconut Milk 400Ml,Pantry Staples,Coconut Products,1.5999999999999988,2.200000000000002,0.6000000000000006,58.0,127.60000000000011,34.80000000000003
Derana Coconut Vinegar 750Ml,Pantry Staples,Vinegar,1.9499999999999995,2.6900000000000004,0.7400000000000001,15.0,40.35,11.100000000000001
Derana Coconut Viniger 350Ml,Pantry Staples,Vinegar,1.0999999999999999,1.75,0.6500000000000001,14.0,24.5,9.100000000000001
Derana Curry Powder 250G,Pantry Staples,Spices,1.9500000000000015,2.5900000000000025,0.6400000000000003,69.0,178.71000000000018,44.160000000000025
Derana Curry Powder 500G,Pantry Staples,Spices,3.899999999999999,5.1,1.1999999999999997,17.0,86.69999999999999,20.399999999999995
Derana Dried Prawns 175G,Pantry Staples,Condiment,3.6500000000000017,4.700000000000001,1.0500000000000005,30.0,141.00000000000003,31.500000000000014
Derana Dry Seeni Samble 325G,Pantry Staples,Sauce,4.950000000000001,6.489999999999998,1.5399999999999996,18.0,116.81999999999996,27.71999999999999
Derana Fish Abulthiyal 300G,Pantry Staples,Sauce,5.949999999999997,7.990000000000004,2.04,34.0,271.66000000000014,69.36
Derana Fried Katta 200G,Pantry Staples,Sauce,4.949999999999998,6.990000000000004,2.0400000000000005,38.0,265.6200000000001,77.52000000000002
Derana Fried Sprat 175G,Pantry Staples,Sardines,4.949999999999997,6.990000000000004,2.0400000000000014,45.0,314.5500000000002,91.80000000000007
Derana Fried Thalapath 200G,Pantry Staples,Sauce,5.900000000000003,7.990000000000004,2.0900000000000016,33.0,263.67000000000013,68.97000000000006
Derana Garlic & Ginger 350G,Pantry Staples,Condiments,0.0,3.949999999999993,3.949999999999993,106.0,418.69999999999925,418.69999999999925
Derana Garlic Crush 350G,Pantry Staples,Condiments,2.800000000000005,3.9900000000000055,1.1899999999999984,99.0,395.01000000000056,117.80999999999985
Derana Ginger Minced 1Kg,Pantry Staples,Condiments,4.799999999999998,6.990000000000001,2.1899999999999995,25.0,174.75000000000003,54.749999999999986
Derana Ginger Minced 350G,Pantry Staples,Condiments,2.800000000000004,3.990000000000005,1.1899999999999986,81.0,323.1900000000004,96.38999999999989
Derana Goraka Pieces 100G,Pantry Staples,Condiments,1.7999999999999987,3.5,1.700000000000001,36.0,126.0,61.20000000000004
Derana Hand Pou.Parb Red 5Kg,Pantry Staples,Rice,10.8,14.1,3.3,2.0,28.2,6.6
Derana Hand Pou.Parb.Red 1Kg,Pantry Staples,Rice,2.35,3.55,1.2,2.0,7.1,2.4
Derana Indian Basmathi 10Kg,Pantry Staples,Rice,24.650000000000002,30.0,5.3500000000000005,7.0,210.0,37.45
Derana Indian Basmathi 20Kg,Pantry Staples,Rice,37.0,43.0,6.0,2.0,86.0,12.0
Derana Indian Basmathi 5Kg,Pantry Staples,Rice,12.400000000000002,15.990000000000004,3.590000000000002,23.0,367.7700000000001,82.57000000000005
Derana Jack Mackerel 425G,Pantry Staples,Canned Fish,2.949999999999993,3.850000000000009,0.9000000000000018,143.0,550.5500000000011,128.70000000000024
Derana Jaffna Curry Powder 350G,Pantry Staples,Spices,4.299999999999998,5.599999999999998,1.3000000000000003,26.0,145.59999999999994,33.800000000000004
Derana Katta Curry 325G,Pantry Staples,Sauces,4.9,6.989999999999998,2.09,17.0,118.82999999999997,35.53
Derana Katta Sambol 350G,Pantry Staples,Condiments,4.899999999999998,6.5,1.599999999999998,72.0,468.0,115.19999999999986
Derana Keeri Samba 1Kg,Pantry Staples,Rice,2.7999999999999985,3.989999999999999,1.1900000000000002,29.0,115.70999999999997,34.510000000000005
Derana Keeri Samba 5Kg,Pantry Staples,Rice,13.599999999999996,17.5,3.8999999999999995,18.0,315.0,70.19999999999999
Derana Kithul Jaggary 450G,Pantry Staples,Sugar,5.900000000000002,7.7,1.8,22.0,169.39999999999998,39.6
Derana Kohila Curry,Pantry Staples,Sauces,3.7999999999999985,4.89,1.09,19.0,92.91,20.71
Derana Lime Pickle Sambol 400G,Pantry Staples,Pickle,3.7999999999999985,4.790000000000003,0.9899999999999997,23.0,110.17000000000006,22.769999999999992
Derana Lite Basmathi 1Kg,Pantry Staples,Rice,2.900000000000003,3.9900000000000038,1.0900000000000019,65.0,259.3500000000002,70.85000000000011
Derana Lite Basmathi 5Kg,Pantry Staples,Rice,13.400000000000004,17.0,3.600000000000001,16.0,272.0,57.600000000000016
Derana Lunumiris,Pantry Staples,Sauce,3.7000000000000015,4.799999999999998,1.1000000000000003,22.0,105.59999999999997,24.200000000000006
Derana Mackerel 425G,Pantry Staples,Canned Fish,2.0,2.990000000000005,0.9899999999999982,134.0,400.66000000000065,132.65999999999983
Derana Maldive F Sambol 200G,Pantry Staples,Sauce,4.950000000000001,6.989999999999999,2.0399999999999996,21.0,146.79,42.83999999999999
Derana Mango Curry 350G,Pantry Staples,Sauces,3.799999999999998,5.490000000000001,1.6899999999999993,31.0,170.19000000000003,52.38999999999998
Derana Mixed Fruit Jam 450G,Pantry Staples,Condiments,2.7999999999999994,3.49,0.69,3.0,10.47,2.07
Derana Mustard Powder 200G,Pantry Staples,Spices,1.95,3.9900000000000007,2.0399999999999996,21.0,83.79000000000002,42.83999999999999
Derana Muthu Samba 1Kg,Pantry Staples,Rice,2.150000000000002,3.5,1.35,56.0,196.0,75.60000000000001
Derana Mutton Curry Mix 350G,Pantry Staples,Spices,2.8999999999999995,4.990000000000001,2.09,11.0,54.890000000000015,22.99
Derana Panna Dried Fish 200G,Pantry Staples,Dried Fish,3.8,4.8,1.0,5.0,24.0,5.0
Derana Papper Crush 200G,Pantry Staples,Spices,4.900000000000001,6.39,1.4899999999999993,21.0,134.19,31.289999999999985
Derana Paraw Dried Fish 200G,Pantry Staples,Dried Fish,3.9,5.989999999999999,2.09,4.0,23.96,8.36
Derana Parboiled 1Kg,Pantry Staples,Dried Fish,2.1,2.75,0.65,9.0,24.75,5.8500000000000005
Derana Paspanguwa 100G,Pantry Staples,Spices,2.25,3.0,0.75,16.0,48.0,12.0
Derana Passionfruit Cordial 750Ml,Beverages,Fruit Juice,4.2,4.990909091,0.790909091,4.0,19.963636364,3.163636364
Derana Pepper Powder 200G,Pantry Staples,Spices,4.8999999999999995,6.39,1.4899999999999998,14.0,89.46,20.859999999999996
Derana Polos Mallum 325G,Pantry Staples,Condiments,3.7,4.99,1.29,4.0,19.96,5.16
Derana Pork Curry Mix 350G,Pantry Staples,Spices,2.899999999999999,4.989999999999998,2.0900000000000007,23.0,114.76999999999997,48.07000000000002
Derana R/Chilli Powder 250G,Pantry Staples,Spices,2.3000000000000003,3.0,0.7000000000000001,6.0,18.0,4.2
Derana R/Coco Sambol 300G,Pantry Staples,Sauce,3.900000000000004,5.5,1.5999999999999988,57.0,313.5,91.19999999999993
Derana R/Curry Powder 250G,Pantry Staples,Spices,2.2000000000000015,2.9000000000000017,0.6999999999999995,40.0,116.00000000000007,27.999999999999982
Derana R/Curry Powder 500G,Pantry Staples,Spices,4.200000000000001,5.450000000000002,1.25,13.0,70.85000000000001,16.25
Derana Rasam Mix 300G,Pantry Staples,Spices,2.8999999999999995,4.5,1.5999999999999999,8.0,36.0,12.799999999999999
Derana Raw Rice 1Kg,Pantry Staples,Rice,2.1000000000000005,3.5,1.3999999999999992,31.0,108.5,43.39999999999998
Derana Red Basmathi 1Kg,Pantry Staples,Rice,2.900000000000002,3.9900000000000015,1.0900000000000012,46.0,183.54000000000008,50.14000000000006
Derana Red Basmathi 5Kg,Pantry Staples,Rice,13.4,18.400000000000002,5.0,6.0,110.4,30.0
Derana Red Raw Rice 5Kg,Pantry Staples,Rice,9.6,13.69,4.09,8.0,109.52,32.72
Derana Red S/H Flour 700G,Pantry Staples,Flour,1.5,1.9499999999999997,0.45000000000000007,7.0,13.649999999999999,3.1500000000000004
Derana Ros /Rice Flr Red 1Kg,Pantry Staples,Flour,2.1999999999999997,2.899999999999999,0.6999999999999998,18.0,52.19999999999999,12.599999999999998
Derana Sago 250G,Pantry Staples,Grains And Pulses,1.3500000000000003,2.5,1.15,3.0,7.5,3.4499999999999997
Derana Sago 500G,Pantry Staples,Grains And Pulses,2.5999999999999996,3.5,0.8999999999999996,30.0,105.0,26.999999999999986
Derana Sesame Rolls 200G,Snacks,Packaged Snacks,2.899999999999999,3.9900000000000015,1.09,13.0,51.87000000000002,14.17
Derana Soya Chunks 500G,Pantry Staples,Pulses And Grains,2.8000000000000043,3.990000000000005,1.1899999999999986,95.0,379.0500000000004,113.04999999999988
Derana Soyameat Regular,Pantry Staples,Pulses And Grains,1.0,1.6899999999999997,0.69,9.0,15.209999999999997,6.209999999999999
Derana Suduru Samba 1Kg,Pantry Staples,Rice,3.399999999999999,4.989999999999999,1.59,19.0,94.81,30.21
Derana Tamarind Paste 400G,Pantry Staples,Sauces,3.6,4.99,1.39,5.0,24.950000000000003,6.949999999999999
Derana Tikiri Soya 250G,Pantry Staples,Pulses And Grains,1.75,2.49,0.7400000000000001,70.0,174.30000000000007,51.80000000000002
Derana Tomato Sauce 350Ml,Pantry Staples,Sauces,2.4,3.99,1.59,1.0,3.99,1.59
Derana Veg Lunumiris 350G,Pantry Staples,Sauces,3.649999999999999,3.9900000000000015,0.3399999999999999,13.0,51.87000000000002,4.419999999999999
Derana Veg Red Coco Sambol 225G,Pantry Staples,Sauces,3.599999999999996,5.5,1.9000000000000026,73.0,401.5,138.70000000000016
Derana Veg Seeni Sambol 350G,Pantry Staples,Sauces,4.299999999999998,6.489999999999999,2.1899999999999995,26.0,168.74,56.93999999999998
Derana Virgin Coconut Oil 300Ml,Pantry Staples,Oil,4.9,6.4,1.5,4.0,25.6,6.0
Derana White Keeri Samba 1Kg,Pantry Staples,Rice,2.8000000000000003,3.9900000000000015,1.1899999999999997,12.0,47.88000000000002,14.279999999999996
Derana White Raw Rice 1Kg,Pantry Staples,Rice,2.0999999999999983,3.5,1.4,53.0,185.5,74.19999999999999
Derana White S/H Flour 700G,Pantry Staples,Flour,1.5,1.9499999999999997,0.45000000000000007,10.0,19.5,4.5
Derana Woodapple Cordial 750Ml,Pantry Staples,Sauces,4.5,4.990909091,0.490909091,1.0,4.990909091,0.490909091
Derana Woodapple Jam 450G,Pantry Staples,Condiments,2.8,3.99,1.19,2.0,7.98,2.38
Derana Yellow Rice Mix 350G,Pantry Staples,Rice,3.2000000000000006,4.5,1.3000000000000003,16.0,72.0,20.800000000000004
Devaaya 10Kg,Pantry Staples,Rice,19.75,28.0,8.25,37.0,1036.0,305.25
Devaaya 5Kg,Pantry Staples,Rice,11.0,14.5,3.5,196.0,2842.0,686.0
Diced Tomatoes,Pantry Staples,Pasta,0.6800000000000054,0.9900000000000061,0.31000000000000166,973.0,963.2700000000035,301.6300000000011
Dill,Fresh Produce,Herbs,0.0,3.0,3.0,880.0,2640.0,2640.0
Divul Kiri 750Ml,Beverages,Mix,4.95,6.990000000000001,2.0399999999999996,7.0,48.93000000000001,14.279999999999998
Dragonfruit,Fresh Produce,Tropical Fruits,0.0,14.989999999999919,14.989999999999919,115.34400000000002,1729.0065600000005,1729.0065600000005
Dreana Special Noodles 400G,Snacks,Noodles,1.5999999999999999,2.2899999999999996,0.69,8.0,18.319999999999997,5.52
Dried Anguluwa Sera,Pantry Staples,Dried Fish,3.1,4.5,1.4,1.0,4.5,1.4
Dried Figs 250G,Snacks,Packaged Snacks,4.0,5.199999999999995,1.2000000000000013,58.0,301.5999999999997,69.60000000000007
Dried Fish Katta 200G,Pantry Staples,Dried Fish,5.800000000000003,7.5,1.7000000000000013,46.0,345.0,78.20000000000006
Dried Hurulu 250G,Pantry Staples,Dried Fish,5.75,6.990000000000001,1.24,8.0,55.92000000000001,9.92
Dried Kooni Large,Pantry Staples,Dried Fish,5.75,7.5,1.75,7.0,52.5,12.25
Dried Kooni Small 250G,Pantry Staples,Dried Fish,5.5,7.5,2.0,7.0,52.5,14.0
Dried Mora 250G,Pantry Staples,Dried Fish,5.75,7.5,1.75,11.0,82.5,19.25
Dried Paraw 250G Agro,Pantry Staples,Dried Fish,6.0,7.5,1.5,28.0,210.0,42.0
Dried Prawns (Boil & Dried),Pantry Staples,Condiments,4.3,5.3,1.0,6.0,31.8,6.0
Dried Sprats 200G Lakmalu,Pantry Staples,Sardines,4.5,5.99,1.4899999999999998,14.0,83.86,20.859999999999996
Dried Thalapath 200G Derana,Pantry Staples,Dried Fish,5.950000000000002,7.5,1.5500000000000005,18.0,135.0,27.90000000000001
Dried Thora 250G,Pantry Staples,Condiments,5.75,7.5,1.75,8.0,60.0,14.0
Drinking Coconut,Fresh Produce,Coconut Products,0.0,3.5,3.5,44.0,154.0,154.0
Dry Cake 400G,Breads & Bakery,Cake,2.5,3.5,1.0,127.0,444.5,127.0
Easter Candle,Miscellaneous,Candles,3.0,4.8,1.8,10.0,48.0,18.0
Easy Peal Navel Orange,Fresh Produce,Citrus Fruits,0.0,4.990000000000006,4.990000000000006,155.382,775.3561799999999,775.3561799999999
Egg Free Range 600G,"Dairy, Cheese, And Eggs",Eggs,3.1999999999999993,4.199999999999997,1.0,52.0,218.39999999999984,52.0
Egg Freerang 700,"Dairy, Cheese, And Eggs",Eggs,3.659999999999951,4.699999999999907,1.0399999999999847,1145.0,5381.4999999999,1190.799999999984
Egg Pasta Large 250G,Pantry Staples,Pasta,1.5999999999999979,2.490000000000001,0.8900000000000003,105.0,261.45,93.45000000000003
Egg Pasta Medium 250G,Pantry Staples,Pasta,1.5999999999999965,2.490000000000004,0.8900000000000005,149.0,371.0100000000006,132.61
Eggplant,Fresh Produce,Other Vegies,0.0,6.990000000000626,6.990000000000626,2797.4400000000032,19554.10559999999,19554.10559999999
Eggplant Lebanese,Fresh Produce,Other Vegies,0.0,6.989999999999882,6.989999999999882,260.65200000000027,1821.957480000003,1821.957480000003
Eggs 700G,"Dairy, Cheese, And Eggs",Eggs,2.6999999999999753,3.2000000000000925,0.5,4926.0,15763.200000000523,2463.0
Eggs 800G,"Dairy, Cheese, And Eggs",Eggs,2.800000000000045,3.8000000000000806,1.0,1286.0,4886.800000000088,1286.0
Eggs 850G,"Dairy, Cheese, And Eggs",Eggs,3.0,3.89,0.8900000000000003,33.0,128.37,29.37000000000001
Elephant Egb 400Ml,Beverages,Soda,1.14,1.809090909,0.669090909,6.0,10.854545454,4.014545454
Elephant House Egb 1.5L,Beverages,Soda,2.2299999999999995,3.181818182,0.9518181819999998,37.0,117.72727273400001,35.21727273399999
Endive,Fresh Produce,Bunch Vegies,0.0,3.0,3.0,471.0,1413.0,1413.0
Extra Hot Bhuja 300G,Snacks,Packaged Snacks,1.92,3.990000000000001,2.07,22.0,87.78,45.54
Faluda Mix Motha 250G,Beverages,Mix,2.350000000000001,3.4,1.0500000000000005,25.0,85.00000000000001,26.250000000000007
Fanta 375Ml Can,Beverages,Soda,0.7200000000000002,2.0,1.2800000000000002,23.0,46.0,29.440000000000005
Fava Beans 398Ml,Pantry Staples,Grains And Pulses,1.0,1.4000000000000001,0.39999999999999997,9.0,12.600000000000001,3.5999999999999996
Fava Beans 500G,Pantry Staples,Grains And Pulses,1.1999999999999997,2.5,1.3000000000000003,19.0,47.5,24.700000000000006
Fennel,Fresh Produce,Other Vegies,0.0,1.7000000000000242,1.7000000000000242,949.0,1613.3000000000193,1613.3000000000193
Fennel Powder 100G,Pantry Staples,Spices,1.0999999999999999,2.718181818,1.618181818,16.0,43.490909088,25.890909088
Fennel Seed 50G,Pantry Staples,Spices,1.2000000000000013,1.9899999999999984,0.7899999999999994,59.0,117.40999999999991,46.609999999999964
Fennel Seeds 100G,Pantry Staples,Spices,2.0,2.99,0.9900000000000001,6.0,17.94,5.94
Fenugreek Seeds 100G,Pantry Staples,Spices,1.0,2.9899999999999998,1.9900000000000007,30.0,89.69999999999999,59.70000000000002
Field Tomatoes,Fresh Produce,Tomatoes,1.6000000000001255,2.9900000000006735,1.3899999999998032,7428.811000000021,22212.144890000025,10326.047290000053
Figs,Fresh Produce,Other Fruits,0.0,1.5,1.5,648.1799999999998,972.27,972.27
Figs 2 For $ 1.50,Fresh Produce,Deals,0.75,1.5,0.75,137.0,205.5,102.75
Figs 370G Pak,Fresh Produce,Fruits,3.0,4.0,1.0,15.0,60.0,15.0
